period,price,dividends,earnings,book.to.market.ratio,treasury.bill,aaa.yield,baa.yield,long.term.yield,net.equity.expansion,risk.free.rate,inflation,long.term.rate.of.returns,corpr,stock.variance,cross.sectional.premium,stock.returns.crsp.vw,stock.returns.crsp.vwx
1871-01-01,4.44,0.26,0.4,,,,,,,0.00495513
1871-02-01,4.5,0.26,0.4,,,,,,,0.00451446
1871-03-01,4.61,0.26,0.4,,,,,,,0.00424262
1871-04-01,4.74,0.26,0.4,,,,,,,0.00463199
1871-05-01,4.86,0.26,0.4,,,,,,,0.00369136
1871-06-01,4.82,0.26,0.4,,,,,,,0.00336781
1871-07-01,4.73,0.26,0.4,,,,,,,0.00325014
1871-08-01,4.79,0.26,0.4,,,,,,,0.00370606
1871-09-01,4.84,0.26,0.4,,,,,,,0.00454384
1871-10-01,4.59,0.26,0.4,,,,,,,0.00701633
1871-11-01,4.64,0.26,0.4,,,,,,,0.00646661
1871-12-01,4.74,0.26,0.4,,,,,,,0.00695038
1872-01-01,4.86,0.2633,0.4025,,,,,,,0.00574784
1872-02-01,4.88,0.2667,0.405,,,,,,,0.00520475
1872-03-01,5.04,0.27,0.4075,,,,,,,0.00598259
1872-04-01,5.18,0.2733,0.41,,,,,,,0.00601193
1872-05-01,5.18,0.2767,0.4125,,,,,,,0.00494044
1872-06-01,5.13,0.28,0.415,,,,,,,0.0040589
1872-07-01,5.1,0.2833,0.4175,,,,,,,0.00438957
1872-08-01,5.04,0.2867,0.42,,,,,,,0.00520475
1872-09-01,4.95,0.29,0.4225,,,,,,,0.00699435
1872-10-01,4.97,0.2933,0.425,,,,,,,0.00758041
1872-11-01,4.95,0.2967,0.4275,,,,,,,0.00818076
1872-12-01,5.07,0.3,0.43,,,,,,,0.00760238
1873-01-01,5.11,0.3025,0.4325,,,,,,,0.00646661
1873-02-01,5.15,0.305,0.435,,,,,,,0.00653992
1873-03-01,5.11,0.3075,0.4375,,,,,,,0.00708228
1873-04-01,5.04,0.31,0.44,,,,,,,0.00801973
1873-05-01,5.05,0.3125,0.4425,,,,,,,0.00561576
1873-06-01,4.98,0.315,0.445,,,,,,,0.00466871
1873-07-01,4.97,0.3175,0.4475,,,,,,,0.00438222
1873-08-01,4.97,0.32,0.45,,,,,,,0.00483763
1873-09-01,4.59,0.3225,0.4525,,,,,,,0.01012577
1873-10-01,4.19,0.325,0.455,,,,,,,0.01174616
1873-11-01,4.04,0.3275,0.4575,,,,,,,0.01028647
1873-12-01,4.42,0.33,0.46,,,,,,,0.00684778
1874-01-01,4.66,0.33,0.46,,,,,,,0.00511665
1874-02-01,4.8,0.33,0.46,,,,,,,0.0040589
1874-03-01,4.73,0.33,0.46,,,,,,,0.00416178
1874-04-01,4.6,0.33,0.46,,,,,,,0.00424262
1874-05-01,4.48,0.33,0.46,,,,,,,0.00380899
1874-06-01,4.46,0.33,0.46,,,,,,,0.00373547
1874-07-01,4.46,0.33,0.46,,,,,,,0.00377223
1874-08-01,4.47,0.33,0.46,,,,,,,0.00364725
1874-09-01,4.54,0.33,0.46,,,,,,,0.00424262
1874-10-01,4.53,0.33,0.46,,,,,,,0.00391925
